"grade_feedback_id","problem_log_id","teacher_xid","grade","feedback","active_batch","time_taken_seconds","created_at"
6640,154149726,2912675,2,Your answer is correct but I am not following your reasoning.,5,30,2022-08-03 10:43:52.503 -0400
6641,154072386,2912675,0,Your answer is incorrect.,5,10,2022-08-03 10:44:02.868 -0400
6642,154122671,2912675,3,Your answers are correct but I am wondering if you could use some other numbers for your inequality statements,5,26,2022-08-03 10:44:29.612 -0400
6643,154172586,2912675,0,Your answer is incorrect. You will need to write 3 inequality statements. Such as -2 > -7,5,27,2022-08-03 10:44:56.779 -0400
6644,154192851,2912675,0,"Your work is incorrect. Are you sure that -3 is less than -5? Also, please remember that you must write 3 inequality statements. ",5,31,2022-08-03 10:45:27.964 -0400
6645,154088030,2912675,1,These inequality statements are accurate but do not use the values given in the problem. ,5,20,2022-08-03 10:45:48.208 -0400
6646,154135735,2912675,0,Your inequality statements are incorrect. ,5,44,2022-08-03 10:46:32.571 -0400
6647,154084590,2912675,1,Good start! Now you need to write 2 more inequality statements.,5,12,2022-08-03 10:46:45.672 -0400
6648,154086124,2912675,0,This does not use the given values in the problem. ,5,10,2022-08-03 10:46:56.083 -0400
6649,154123763,2912675,1,"You are on the write track. However, you are not using the given values in the problem.",5,16,2022-08-03 10:47:12.427 -0400
6650,154173602,2912675,4,Nice work!,5,13,2022-08-03 10:47:25.716 -0400
6651,154144152,2912675,3,Nice work! It looks like you might be missing a negative sign on your final inequality statement,5,16,2022-08-03 10:47:42.606 -0400
6652,154088338,2912675,0,Your work does not match the directions of writing 3 inequality statements. ,5,16,2022-08-03 10:47:59.133 -0400
6653,154087889,2912675,3,Nice work! I'm wondering if you could use another number besides -2 in some of your inequality statements. ,5,60,2022-08-03 10:49:00.242 -0400
6654,154087921,2912675,3,Nice work. I'm wondering if you could use another number besides -2 in your inequality statements. ,5,13,2022-08-03 10:49:14.327 -0400
6655,154122044,2912675,1,You are on the right track. This is one inequality statement. You will need to write 2 more statements. ,5,25,2022-08-03 10:49:39.510 -0400
6656,144652730,2912675,3,Nice work! Can you tell me what you mean by if you go more to the right it is bigger?,5,27,2022-08-03 10:50:07.597 -0400
6657,144583078,2912675,2,That is true. How do you know?,5,13,2022-08-03 10:50:20.716 -0400
6658,144704702,2912675,0,Your answer is incorrect,5,7,2022-08-03 10:50:28.612 -0400
6659,144765706,2912675,2,True. How do you know? ,5,11,2022-08-03 10:50:40.039 -0400
6660,144098695,2912675,3,Can you tell me more?,5,7,2022-08-03 10:50:47.450 -0400
6661,144485699,2912675,0,Your answer is incorrect.,5,9,2022-08-03 10:50:56.586 -0400
6662,144444719,2912675,3,Nice work!,5,263,2022-08-03 10:55:20.104 -0400
6663,144581770,2912675,2,"Great, so based on this, which is warmer?",5,21,2022-08-03 10:55:42.048 -0400
6664,144541645,2912675,3,Nice work!,5,9,2022-08-03 10:55:51.874 -0400
6665,144838871,2912675,0,Your answer is incorrect.,5,8,2022-08-03 10:56:00.351 -0400
6666,144644490,2912675,2,Can you tell me more?,5,7,2022-08-03 10:56:07.472 -0400
6667,132016323,2912675,4,Nice work!,5,43,2022-08-03 10:56:50.864 -0400
6668,132442742,2912675,3,Nice work! (They were swimming not running),5,24,2022-08-03 10:57:15.396 -0400
6669,132549333,2912675,3,Nice work!,5,19,2022-08-03 10:57:35.099 -0400
6670,132056618,2912675,2,"Great, so based on this, who is the faster swimmer?",5,16,2022-08-03 10:57:52.115 -0400
6671,132021072,2912675,1,Your answer is incorrect. It looks like you had the right idea. I'm wondering why you divided 25 by 2. ,5,32,2022-08-03 10:58:24.512 -0400
6672,132784282,2912675,3,Nice work!,5,15,2022-08-03 10:58:39.717 -0400
6673,132021241,2912675,2,"Nice work! However, 75 divided by 3 is not 23. Double check your work!",5,22,2022-08-03 10:59:01.904 -0400
6674,132568897,2912675,1,This is a good start. What did you get when you divided those numbers?,5,16,2022-08-03 10:59:18.043 -0400
6675,132520431,2912675,2,"Great, can you tell me more about how you got to this answer?",5,16,2022-08-03 10:59:34.613 -0400
6676,132305352,2912675,0,Your answer is incorrect.,5,9,2022-08-03 10:59:43.820 -0400
6677,132093750,2912675,0,It sounds like you have a good idea for how to solve the problem but your work is incomplete and cannot be graded.,5,19,2022-08-03 11:00:03.384 -0400
6678,132248190,2912675,0,"I am not following your thinking, can you explain further?",5,11,2022-08-03 11:00:14.787 -0400
6679,132248161,2912675,0,Okay...tell me more. Your work is incomplete.,5,11,2022-08-03 11:00:26.442 -0400
6680,132353086,2912675,1,I am not following your reasoning. Can you explain further?,5,29,2022-08-03 11:00:55.680 -0400
6681,153804667,2912675,2,Where did you get 120 from? What about 70? Can you explain more? ,5,33,2022-08-03 11:01:29.303 -0400
6682,153774309,2912675,0,Your answer is incorrect.,5,26,2022-08-03 11:01:56.245 -0400
6683,153807134,2912675,0,True. But the question wants to know what Clare's score is.,5,14,2022-08-03 11:02:10.861 -0400
6684,153807149,2912675,1,Your answer of 70 is accurate but I am not sure I follow what got you to find 70. Can you explain further?,5,24,2022-08-03 11:02:35.692 -0400
6685,153807174,2912675,3,Nice job! How did you get 120? ,5,13,2022-08-03 11:02:49.539 -0400
6686,153804023,2912675,2,Your answer to this question is unclear. How many points did Clare score? How do you know?,5,22,2022-08-03 11:03:11.857 -0400
6687,153769118,2912675,0,"This is true for how you would find the mean. However, the question is asking you to determine what Clare's score was.",5,21,2022-08-03 11:03:33.525 -0400
6688,154168569,2912675,0,Your answer is incorrect.,5,8,2022-08-03 11:03:42.551 -0400
6689,153771796,2912675,2,Nice work! I'm wondering how you knew you needed to add 70. Is your answer that Clare scored 40 or something else?,5,31,2022-08-03 11:04:14.644 -0400
6690,154149726,2912675,2,The answer of 70 is correct but I am not following your work.,5,15,2022-08-03 11:04:30.175 -0400
6691,154072386,2912675,0,Your answer is incorrect.,5,7,2022-08-03 11:04:37.777 -0400
6692,154122671,2912675,4,Nice job!,5,13,2022-08-03 11:04:51.095 -0400
6693,154172586,2912675,0,Your answer is incorrect. You will need to write your responses as inequality statements using the symbols < and >.,5,18,2022-08-03 11:05:09.719 -0400
6694,154192851,2912675,0,Your answers are incorrect and you only provided 2 inequality statements.,5,19,2022-08-03 11:05:28.949 -0400
6695,154088030,2912675,1,"While these statements are accurate, you did not use the correct given values.",5,20,2022-08-03 11:05:49.639 -0400
6696,154135735,2912675,0,Your answers are incorrect and you are missing an inequality statement. ,5,16,2022-08-03 11:06:05.966 -0400
6697,154084590,2912675,1,Good start! Can you provide 2 more inequality statements?,5,13,2022-08-03 11:06:19.483 -0400
6698,154086124,2912675,0,Your answer is incorrect.,5,17,2022-08-03 11:06:36.685 -0400
6699,154123763,2912675,1,These statements are accurate however you did not use the values given.,5,15,2022-08-03 11:06:52.038 -0400
6700,154173602,2912675,4,Nice work!,5,10,2022-08-03 11:07:03.001 -0400
6701,154144152,2912675,3,Nice work! It appears you are missing a negative sign on the final inequality statement. ,5,15,2022-08-03 11:07:18.648 -0400
6702,154088338,2912675,1,This statement is accurate. You will need to provide 2 more inequality statements for your answer to be complete. ,5,22,2022-08-03 11:07:41.440 -0400
6703,154087889,2912675,3,Nice work! I'm wondering if you can write an inequality statement with a different number than -2.,5,23,2022-08-03 11:08:05.121 -0400
6704,154087921,2912675,3,Nice work. I wonder if you can write an inequality statement with a different number than -2.,5,23,2022-08-03 11:08:28.734 -0400
6705,154122044,2912675,1,This statement is accurate. You will need to provide 2 more inequality statements for your work to be correct.,5,29,2022-08-03 11:08:58.379 -0400
6706,144652730,2912675,3,Nice work. I'm wondering if you can share what you know about the numbers -55 and -62 in terms of their size ,5,20,2022-08-03 11:09:19.360 -0400
6707,144583078,2912675,3,How do you know?,5,11,2022-08-03 11:09:30.952 -0400
6708,144704702,2912675,0,Your answer is incorrect.,5,7,2022-08-03 11:09:38.607 -0400
6709,144765706,2912675,2,Great! Can you tell me how you know?,5,10,2022-08-03 11:09:48.830 -0400
6710,144098695,2912675,2,How do you know?,5,8,2022-08-03 11:09:57.360 -0400
6711,144485699,2912675,0,Your answer is incorrect.,5,8,2022-08-03 11:10:06.190 -0400
6712,144444719,2912675,3,Nice work!,5,10,2022-08-03 11:10:16.928 -0400
6713,144581770,2912675,2,"I agree. So based on this, which is warmer?",5,11,2022-08-03 11:10:28.486 -0400
6714,144541645,2912675,3,"So which is warmer, USA or Mars?",5,13,2022-08-03 11:10:41.838 -0400
6715,144838871,2912675,0,Your answer is incorrect.,5,15,2022-08-03 11:10:57.718 -0400
6716,144644490,2912675,2,What do you mean by the number is smaller? Can you tell me more?,5,14,2022-08-03 11:11:12.082 -0400
6717,154838765,391003,4,This is not a statistical question because the data will not vary.,2,62,2022-08-04 12:21:39.117 -0400
6718,142061199,391003,1,Andre saves $5 per week while beginning with $40 in his account.,2,36,2022-08-04 12:22:16.023 -0400
6719,154853350,391003,4,This is a statistical question because the data will vary.,2,45,2022-08-04 12:23:01.193 -0400
6720,154832006,391003,1,This is a statistical question because the data will vary.,2,18,2022-08-04 12:23:19.356 -0400
6721,154844757,391003,4,This is not a statistical question because the data will not vary.,2,19,2022-08-04 12:23:39.399 -0400
6722,154841327,391003,0,This data set is numerical because the data is numbers.,2,30,2022-08-04 12:24:10.036 -0400
6723,154187696,391003,1,The heaviest bear weighs between 500 and 550 pounds.,2,204,2022-08-04 12:27:34.266 -0400
6724,154894697,391003,4,This data set is numerical because the data is numbers.,2,31,2022-08-04 12:28:05.883 -0400
6725,154891338,391003,3,The last names will vary.,2,56,2022-08-04 12:29:02.288 -0400
6726,154843788,391003,1,This is not a statistical question because the data will not vary.,2,131,2022-08-04 12:31:14.414 -0400
6727,154839348,391003,4,This data set is numerical because the data is numbers.,2,30,2022-08-04 12:31:45.486 -0400
6728,154580542,161557,3,What do these numbers mean? Can you use words to explain the context of these numbers?,2,233,2022-08-04 12:35:18.949 -0400
6729,154173602,161557,4,Good job! Nice use of negative numbers. ,2,40,2022-08-04 12:35:59.818 -0400
6730,141891911,391003,2,Yes.  Andre saves $5 per week while beginning with $40 in his account.,2,313,2022-08-04 12:36:58.987 -0400
6731,144581770,161557,4,Good explanation! ,2,106,2022-08-04 12:37:46.071 -0400
6732,154122671,161557,4,Good job here!! Nice work!,2,24,2022-08-04 12:38:10.218 -0400
6733,154844350,391003,4,This is a statistical question because the data will vary.,2,111,2022-08-04 12:38:50.497 -0400
6734,154891809,391003,0,This is a statistical question because the data will vary.,2,17,2022-08-04 12:39:08.248 -0400
6735,154893730,391003,4,Exactly! This is not a statistical question because the data will not vary.,2,38,2022-08-04 12:39:46.462 -0400
6736,141953013,161557,4,This is a nice explanation. ,2,121,2022-08-04 12:40:11.903 -0400
6737,156797755,161557,0,This answer does not match what the question asked you. Can you go back and reread the question? ,2,28,2022-08-04 12:40:40.933 -0400
6738,154842691,161557,0,What determines if a question is statistical? Then use that to answer the question.  ,2,42,2022-08-04 12:41:23.061 -0400
6739,154834536,391003,3,This is a statistical question because the data will vary.,2,136,2022-08-04 12:42:02.709 -0400
6740,141891911,161557,3,How much money does the savings increase by? ,2,428,2022-08-04 12:48:31.332 -0400
6741,142379229,161557,0,What does slope represent? How do you find slope in this context?,2,21,2022-08-04 12:48:52.546 -0400
6742,154149726,161557,3,Can you explain this using words? ,2,304,2022-08-04 12:53:57.433 -0400
6743,141453089,161557,4,Good job here!,2,94,2022-08-04 12:55:32.043 -0400
6744,156797464,161557,0,Please go back and reread the directions of the problem. Did you answer what  the question asked you? ,2,56,2022-08-04 12:56:28.786 -0400
6745,144838871,161557,1,Is it not asking you about the average temperature. It is asking about which temperature is colder. Do you want to change your answer?,2,127,2022-08-04 12:58:36.664 -0400
6746,144583078,161557,4,Why is this the case?,2,98,2022-08-04 13:00:15.413 -0400
6747,141453414,161557,4,Good job answering the question!,2,11,2022-08-04 13:00:27.174 -0400
6748,153769118,161557,2,Your explanation needs more detail. Add which numbers? ,2,36,2022-08-04 13:01:03.813 -0400
6749,154852938,391003,4,Exactly! This data set is numerical because the data is numbers.,2,1443,2022-08-04 13:06:06.276 -0400
6750,154551170,391003,4,Clear response,2,20,2022-08-04 13:06:26.908 -0400
6751,144444719,391003,2,"Which is warmer?  When a number is right of another number on a number line, it is greater.",2,61,2022-08-04 13:07:28.632 -0400
6752,154842864,391003,4,Exactly! This data set is numerical because the data is numbers.,2,30,2022-08-04 13:07:59.380 -0400
6753,142070546,391003,4,Wonderfully precise!,2,25,2022-08-04 13:08:24.771 -0400
6754,137624159,391003,4,Extremely clear response,2,31,2022-08-04 13:08:56.820 -0400
6755,156771851,391003,2,"52 and 53 1/2 have the same number of children.",2,50,2022-08-04 13:09:47.565 -0400
6756,154839333,391003,4,This data set is numerical because the data is numbers.,2,18,2022-08-04 13:10:06.379 -0400
6757,154838976,391003,1,This is not a statistical question because the data will not vary.,2,33,2022-08-04 13:10:40.100 -0400
6758,154894821,391003,4,This data set is numerical because the data is numbers.,2,20,2022-08-04 13:11:00.835 -0400
6759,154839357,391003,2,This data set is numerical because the data is numbers.,2,21,2022-08-04 13:11:22.989 -0400
6760,154856148,391003,0,This is a statistical question because the data will vary.,2,34,2022-08-04 13:11:57.783 -0400
6761,154850907,391003,0,This data set is numerical because the data is numbers.,2,27,2022-08-04 13:12:24.987 -0400
6762,132016323,391003,4,Wonderfully precise response.,2,31,2022-08-04 13:12:56.346 -0400
6763,154842272,391003,4,Clear response.  Answers will not vary.,2,21,2022-08-04 13:13:17.745 -0400
6764,154175971,391003,2,Clare scored 70 points.,2,49,2022-08-04 13:14:07.893 -0400
6765,154850332,391003,0,This data set is numerical because the data is numbers.,2,21,2022-08-04 13:14:29.630 -0400
6766,141522638,391003,3,Yes.  Andre saves $5 per week while beginning with $40 in his account.,2,25,2022-08-04 13:14:55.317 -0400
6767,144667107,391003,4,"The farther right on the number line, the greater the value of a number.",2,49,2022-08-04 13:15:45.416 -0400
6768,154839514,391003,3,This data set is numerical because the data is numbers.,2,19,2022-08-04 13:16:04.832 -0400
6769,144540152,391003,3,Values increase as you move from left to right on a number line.,2,49,2022-08-04 13:16:54.499 -0400
6770,132016323,161557,4,Very nice detailed explanation!! ,2,1064,2022-08-04 13:18:48.472 -0400
6771,153807134,161557,0,The question is not asking you about the mean. It is asking you about Clare's score. How do you determine Clare's score?,2,35,2022-08-04 13:19:24.263 -0400
6772,154087889,161557,4,Good job. Can you compare a negative number and a positive number?,2,547,2022-08-04 13:28:31.996 -0400
6773,141424635,161557,4,Good explanation!!,2,31,2022-08-04 13:29:03.765 -0400
6774,132019866,161557,4,Why did you do this? ,2,19,2022-08-04 13:29:22.852 -0400
6775,153771796,161557,4,"Next time, can you add some words to further enhance your explanation?",2,26,2022-08-04 13:29:49.726 -0400
6776,141933235,161557,4,Good job!!,2,13,2022-08-04 13:30:03.400 -0400
6777,154122150,161557,2,"Despite the multiple inequality symbols, this is only 1 inequality. Can you write two more inequalities for this problem?",2,287,2022-08-04 13:34:51.328 -0400
6778,137067972,161557,3,What type of line? Horizontal or vertical? ,2,21,2022-08-04 13:35:12.713 -0400
6779,153807174,161557,4,Good job! Next time add some words as to where you got the 120 from. ,2,226,2022-08-04 13:38:59.342 -0400
6780,141424567,161557,4,Good work!,2,15,2022-08-04 13:39:15.029 -0400
6781,156796893,161557,4,Correct! Good work!,2,19,2022-08-04 13:39:34.468 -0400
6782,132093750,161557,4,What term do you get when you divide distance by the time? ,2,49,2022-08-04 13:40:24.398 -0400
6783,137455746,161557,3,"Yes, you would dilate then reflect over which line? Not CD. ",2,36,2022-08-04 13:41:01.486 -0400
6784,142327213,161557,1,How does that relate to slope? What does slope measure? ,2,373,2022-08-04 13:47:14.646 -0400
6785,144761348,161557,3,How does this prove your answer is correct?,2,36,2022-08-04 13:47:51.563 -0400
6786,141424981,161557,4,What is this relationship? Numerically that is. ,2,21,2022-08-04 13:48:12.877 -0400
6787,141522638,161557,4,Good explanation!,2,10,2022-08-04 13:48:23.603 -0400
6788,141522745,161557,4,How much money does he save per week?,2,268,2022-08-04 13:52:52.458 -0400
6789,153804023,161557,2,What you have there is not mathematically correct. 130/3 does not  equal 40. ,2,33,2022-08-04 13:53:25.971 -0400
6790,154187696,161557,0,Look at the graph and question again. Then check your answer again. ,2,447,2022-08-04 14:00:53.328 -0400
6791,132021241,161557,3,Check your math. The process is correct and the final answer is correct. Just check your math. ,2,7391,2022-08-04 16:04:05.057 -0400
6792,154072386,161557,0,Does this answer fit the parameters of the problem? Try the problem again.,2,462,2022-08-04 16:11:47.559 -0400
6793,132248190,161557,1,Can you use this method if the minute intervals aren't equal? What unit can you use to solve this problem?,2,59,2022-08-04 16:12:47.396 -0400
6794,154122044,161557,1,"This is a good start, but it is only one inequality. Can you create two more inequalities? ",2,28,2022-08-04 16:13:15.955 -0400
6795,132520431,161557,3,How many meters does Sarah swim in 1 minute? How did you get 26 meters in 1 minute for Eva?,2,196,2022-08-04 16:16:32.137 -0400
